name,album,release_year,cluster,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
Scarlet - The War On Drugs Remix,Goats Head Soup (Deluxe),2020,1,24,0.563,0.803,-8.232,0.0652,0.00953,0.00656,0.101,0.53,169.997,3.81355
Scarlet - The Killers & Jacques Lu Cont Remix,Goats Head Soup (Deluxe),2020,1,32,0.471,0.891,-9.463,0.0385,0.00859,0.0434,0.112,0.612,174.067,3.2428833333333333
"Brown Sugar - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,0,21,0.337,0.916,-4.93,0.056,0.0169,0.00437,0.969,0.654,139.64,3.931766666666667
"Gimme Shelter - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,3,22,0.331,0.918,-5.602,0.0432,0.0282,0.00548,0.464,0.613,131.647,5.54955
"Happy - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,3,20,0.353,0.955,-3.751,0.0568,0.0314,0.0014,0.952,0.685,143.025,3.234
"Tumbling Dice - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,3,20,0.4,0.897,-4.685,0.0582,0.315,0.000418,0.588,0.758,115.635,5.0713333333333335
"Star Star - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,3,20,0.455,0.961,-4.345,0.0777,0.0967,0.00236,0.978,0.804,149.063,4.272666666666667
"Dancing With Mr D - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,3,19,0.489,0.919,-4.325,0.035,0.0759,0.000174,0.309,0.826,111.848,4.626666666666667
"Doo Doo Doo Doo Doo (Heartbreaker) - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,0,20,0.319,0.925,-5.584,0.088,0.0765,0.000558,0.932,0.532,125.335,5.05355
"Angie - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,2,22,0.374,0.784,-6.621,0.0832,0.444,6.83e-05,0.131,0.347,134.467,5.248666666666667
"You Can't Always Get What You Want - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,0,23,0.364,0.929,-4.521,0.142,0.115,0.00893,0.745,0.509,141.693,11.010883333333334
"Midnight Rambler - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,0,20,0.251,0.871,-4.472,0.0579,0.0533,0.0835,0.59,0.562,167.464,12.8871
"Honky Tonk Women - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,3,19,0.343,0.974,-3.69,0.0638,0.00948,0.00178,0.748,0.81,122.223,3.1928833333333335
"All Down The Line - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,3,17,0.239,0.963,-4.126,0.0552,0.00154,0.47,0.795,0.664,83.126,4.346433333333334
"Rip This Joint - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,3,16,0.383,0.954,-3.659,0.0734,0.0387,0.00294,0.401,0.689,108.597,2.4168833333333333
"Jumpin' Jack Flash - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,3,18,0.331,0.959,-4.186,0.0535,0.00122,0.237,0.815,0.522,76.715,3.4577666666666667
"Street Fighting Man - Live / Forest National Arena, Brussels / 17/10/73",Goats Head Soup (Deluxe),2020,0,17,0.104,0.953,-3.149,0.0655,4.03e-05,0.197,0.971,0.486,157.186,5.25155
(I Can't Get No) Satisfaction - Live,Bridges To Buenos Aires (Live),2019,0,24,0.294,0.986,-5.094,0.206,0.0215,0.0503,0.588,0.0918,142.591,5.3406666666666665
Let's Spend The Night Together - Live,Bridges To Buenos Aires (Live),2019,0,24,0.487,0.983,-4.454,0.251,0.108,3.01e-05,0.944,0.287,143.53,4.09155
Flip The Switch - Live,Bridges To Buenos Aires (Live),2019,0,19,0.335,0.972,-4.931,0.208,0.0827,0.00372,0.931,0.337,152.321,4.0651
Gimme Shelter - Live,Bridges To Buenos Aires (Live),2019,0,25,0.438,0.957,-5.064,0.135,0.0997,0.00554,0.774,0.272,119.245,6.6231
Sister Morphine - Live,Bridges To Buenos Aires (Live),2019,0,19,0.246,0.913,-5.153,0.0921,0.105,0.000478,0.969,0.332,80.371,6.33
It's Only Rock 'N' Roll (But I Like It) - Live,Bridges To Buenos Aires (Live),2019,0,20,0.366,0.981,-4.416,0.174,0.0782,0.00269,0.853,0.368,142.269,4.652
Saint Of Me - Live,Bridges To Buenos Aires (Live),2019,0,21,0.363,0.953,-4.687,0.143,0.123,0.00102,0.908,0.2,125.673,5.232
Out Of Control - Live,Bridges To Buenos Aires (Live),2019,0,22,0.311,0.905,-5.523,0.116,0.182,0.0001,0.948,0.35,119.406,7.5231
Miss You - Live,Bridges To Buenos Aires (Live),2019,0,22,0.477,0.933,-4.95,0.22,0.113,0.0107,0.956,0.396,119.985,9.89755
Like A Rolling Stone - Live,Bridges To Buenos Aires (Live),2019,0,23,0.303,0.955,-4.232,0.188,0.106,0.000564,0.906,0.307,107.591,6.4231
Thief In The Night - Live,Bridges To Buenos Aires (Live),2019,3,17,0.453,0.817,-5.283,0.0307,0.109,3.73e-05,0.93,0.671,93.726,6.328883333333334
Wanna Hold You - Live,Bridges To Buenos Aires (Live),2019,0,15,0.188,0.957,-4.337,0.21,0.0743,0.00234,0.965,0.385,144.547,4.880883333333333
Little Queenie - Live,Bridges To Buenos Aires (Live),2019,0,17,0.388,0.987,-3.972,0.255,0.0904,0.0411,0.988,0.246,144.367,4.30955
When The Whip Comes Down - Live,Bridges To Buenos Aires (Live),2019,0,14,0.288,0.975,-4.254,0.215,0.0804,0.00139,0.955,0.237,147.703,3.8773333333333335
You Got Me Rocking - Live,Bridges To Buenos Aires (Live),2019,0,17,0.342,0.976,-3.456,0.195,0.0199,0.00863,0.967,0.141,137.945,3.226
Sympathy For The Devil - Live,Bridges To Buenos Aires (Live),2019,0,22,0.583,0.982,-4.429,0.166,0.24,0.000667,0.973,0.384,109.012,8.190666666666667
Tumbling Dice - Live,Bridges To Buenos Aires (Live),2019,0,20,0.409,0.96,-3.806,0.138,0.108,0.00133,0.947,0.359,109.091,5.942433333333334
Honky Tonk Women - Live,Bridges To Buenos Aires (Live),2019,0,17,0.456,0.969,-3.582,0.0961,0.139,0.000766,0.925,0.499,112.632,4.839766666666667
Start Me Up - Live,Bridges To Buenos Aires (Live),2019,0,19,0.42,0.979,-4.133,0.116,0.102,0.0198,0.943,0.462,123.541,4.33465
Jumpin’ Jack Flash - Live,Bridges To Buenos Aires (Live),2019,0,21,0.274,0.982,-4.032,0.157,0.123,0.0135,0.904,0.154,129.367,6.970883333333333
You Can't Always Get What You Want - Live,Bridges To Buenos Aires (Live),2019,0,18,0.204,0.942,-4.185,0.141,0.172,0.0165,0.904,0.358,76.782,5.800216666666667
Brown Sugar - Live,Bridges To Buenos Aires (Live),2019,0,17,0.344,0.978,-3.888,0.123,0.0861,0.0228,0.275,0.17,135.341,7.0231
(I Can't Get No) Satisfaction - Live,Bridges To Bremen (Live),2019,0,20,0.331,0.973,-4.344,0.121,0.0377,0.0118,0.967,0.3,139.314,5.1431
Let's Spend The Night Together - Live,Bridges To Bremen (Live),2019,0,19,0.446,0.957,-5.113,0.244,0.196,0.0,0.683,0.397,140.87,4.579766666666667
Flip The Switch - Live,Bridges To Bremen (Live),2019,0,17,0.369,0.977,-4.552,0.306,0.0868,0.000621,0.967,0.387,148.352,4.55955
Gimme Shelter - Live,Bridges To Bremen (Live),2019,0,24,0.405,0.955,-4.029,0.0881,0.216,0.014,0.74,0.327,121.535,6.72355
Anybody Seen My Baby? - Live,Bridges To Bremen (Live),2019,0,24,0.482,0.843,-5.762,0.0772,0.248,0.000103,0.69,0.429,112.06,5.31755
Paint It Black - Live,Bridges To Bremen (Live),2019,0,23,0.225,0.965,-4.575,0.0905,0.0124,0.0,0.969,0.263,147.127,5.081766666666667
Saint Of Me - Live,Bridges To Bremen (Live),2019,0,18,0.279,0.967,-4.809,0.28,0.323,0.0067,0.836,0.168,129.096,6.910216666666667
Out Of Control - Live,Bridges To Bremen (Live),2019,0,21,0.302,0.817,-5.634,0.104,0.254,0.00273,0.975,0.358,119.018,8.278883333333333
Memory Motel - Live,Bridges To Bremen (Live),2019,0,23,0.301,0.732,-6.627,0.0654,0.522,1.06e-06,0.685,0.383,172.76,6.326666666666667
Miss You - Live,Bridges To Bremen (Live),2019,0,21,0.429,0.919,-4.904,0.182,0.18,4.07e-06,0.796,0.31,116.807,16.364433333333334
Thief In The Night - Live,Bridges To Bremen (Live),2019,0,12,0.358,0.798,-5.706,0.053,0.285,0.0,0.914,0.472,95.254,6.747766666666666
Wanna Hold You - Live,Bridges To Bremen (Live),2019,0,14,0.263,0.895,-3.409,0.0601,0.192,0.000256,0.966,0.544,140.363,4.968
It's Only Rock 'N' Roll (But I Like It) - Live,Bridges To Bremen (Live),2019,0,15,0.439,0.982,-4.034,0.144,0.49,0.00958,0.835,0.416,141.422,4.6291
You Got Me Rocking - Live,Bridges To Bremen (Live),2019,0,13,0.383,0.953,-3.68,0.17,0.232,0.0349,0.53,0.283,136.241,3.7084333333333332
Like A Rolling Stone - Live,Bridges To Bremen (Live),2019,0,19,0.355,0.945,-3.504,0.13,0.242,0.00401,0.969,0.318,110.178,5.858883333333333
Sympathy For The Devil - Live,Bridges To Bremen (Live),2019,0,20,0.582,0.973,-4.771,0.124,0.29,2.72e-06,0.893,0.357,108.996,8.666433333333334
Tumbling Dice - Live,Bridges To Bremen (Live),2019,0,14,0.39,0.956,-3.449,0.0839,0.17,0.000126,0.968,0.486,109.49,5.505333333333334
Honky Tonk Women - Live,Bridges To Bremen (Live),2019,0,15,0.462,0.911,-3.932,0.0888,0.0771,6.43e-05,0.872,0.596,110.192,4.7051
Start Me Up - Live,Bridges To Bremen (Live),2019,0,16,0.419,0.945,-3.609,0.0741,0.241,0.0476,0.97,0.564,119.245,4.789766666666667
Jumpin’ Jack Flash - Live,Bridges To Bremen (Live),2019,0,16,0.299,0.959,-3.51,0.119,0.14,0.122,0.935,0.338,126.374,7.1928833333333335
You Can't Always Get What You Want - Live,Bridges To Bremen (Live),2019,0,18,0.242,0.865,-4.04,0.0744,0.438,0.00409,0.976,0.369,78.828,5.756883333333334
Brown Sugar - Live,Bridges To Bremen (Live),2019,0,14,0.362,0.965,-2.958,0.0744,0.198,0.0,0.76,0.322,131.353,7.4957666666666665
Living In A Ghost Town,Honk (Deluxe),2019,1,41,0.679,0.697,-5.369,0.0454,0.0148,0.0119,0.124,0.776,110.558,4.116833333333333
Start Me Up,Honk (Deluxe),2019,3,42,0.632,0.918,-4.717,0.037,0.0434,0.112,0.0812,0.971,122.412,3.5501
Doom And Gloom,Honk (Deluxe),2019,3,49,0.611,0.837,-4.558,0.0328,0.000596,0.0169,0.173,0.783,131.599,3.9757666666666664
Brown Sugar - 2009 Remaster,Honk (Deluxe),2019,3,26,0.633,0.933,-3.572,0.0349,0.234,0.000161,0.072,0.965,128.588,3.8374333333333333
Beast Of Burden,Honk (Deluxe),2019,1,42,0.781,0.844,-4.754,0.0305,0.454,0.00368,0.0518,0.902,100.709,4.424966666666666
Wild Horses - 2009 Mix,Honk (Deluxe),2019,2,32,0.435,0.392,-6.501,0.0256,0.707,0.00906,0.069,0.169,136.884,5.71355
Angie,Honk (Deluxe),2019,2,27,0.434,0.546,-6.099,0.0294,0.687,0.000192,0.109,0.398,134.302,4.540666666666667
Miss You,Honk (Deluxe),2019,1,46,0.794,0.71,-4.741,0.039,0.397,0.0141,0.179,0.829,109.685,4.813766666666667
Rocks Off,Honk (Deluxe),2019,3,24,0.487,0.94,-4.4,0.0429,0.0635,0.13,0.161,0.92,141.558,4.544216666666666
Don't Stop,Honk (Deluxe),2019,3,44,0.474,0.857,-5.36,0.0356,0.00908,0.00278,0.193,0.727,127.003,3.9857666666666667
Tumbling Dice,Honk (Deluxe),2019,3,41,0.617,0.905,-4.585,0.0351,0.455,0.578,0.289,0.787,110.957,3.7706666666666666
Ride 'Em On Down,Honk (Deluxe),2019,3,22,0.508,0.943,-4.57,0.0926,0.134,0.00852,0.337,0.755,115.905,2.828
Rain Fall Down,Honk (Deluxe),2019,1,28,0.657,0.844,-6.597,0.0559,0.00188,0.00548,0.0638,0.528,98.016,4.904883333333333
Love Is Strong,Honk (Deluxe),2019,3,25,0.526,0.851,-5.128,0.0458,0.0142,0.251,0.111,0.499,110.104,3.7857666666666665
Mixed Emotions,Honk (Deluxe),2019,3,24,0.489,0.956,-3.989,0.0429,0.0934,0.000524,0.822,0.827,137.074,4.643983333333333
Doo Doo Doo Doo Doo (Heartbreaker),Honk (Deluxe),2019,3,23,0.435,0.788,-5.72,0.0332,0.0583,0.378,0.12,0.583,111.292,3.461333333333333
It's Only Rock'n'Roll (But I Like It),Honk (Deluxe),2019,3,28,0.617,0.96,-3.971,0.0518,0.431,0.00109,0.138,0.786,128.396,5.136216666666667
Emotional Rescue,Honk (Deluxe),2019,1,28,0.679,0.627,-5.297,0.0594,0.121,0.0704,0.0379,0.785,113.393,5.674666666666667
Waiting On A Friend,Honk (Deluxe),2019,3,27,0.605,0.776,-6.275,0.0282,0.158,0.0191,0.33,0.904,116.92,4.5911
Just Your Fool,Honk (Deluxe),2019,3,22,0.533,0.898,-4.465,0.0586,0.303,0.327,0.233,0.818,116.193,2.306433333333333
Dancing With Mr. D,Honk (Deluxe),2019,3,28,0.56,0.9,-5.121,0.0352,0.523,0.733,0.22,0.89,106.11,4.88755
Streets Of Love,Honk (Deluxe),2019,2,38,0.438,0.558,-6.479,0.031,0.0438,5.41e-06,0.604,0.225,80.602,5.1546666666666665
Fool To Cry,Honk (Deluxe),2019,2,27,0.384,0.448,-7.397,0.043,0.9,0.0561,0.114,0.27,135.128,5.0986666666666665
Harlem Shuffle,Honk (Deluxe),2019,3,26,0.741,0.943,-3.682,0.0696,0.102,0.0561,0.18,0.746,121.752,3.42
Bitch - 2009 Mix,Honk (Deluxe),2019,3,19,0.656,0.973,-3.479,0.0367,0.232,0.19,0.137,0.974,135.903,3.628433333333333
Hot Stuff,Honk (Deluxe),2019,1,22,0.784,0.827,-5.384,0.0582,0.283,0.000599,0.0585,0.866,100.1,5.36635
Respectable,Honk (Deluxe),2019,3,19,0.452,0.985,-3.588,0.0532,0.0594,0.81,0.0674,0.903,152.156,3.1411
Undercover (Of The Night),Honk (Deluxe),2019,0,23,0.603,0.968,-5.021,0.178,0.0259,0.00772,0.375,0.375,122.732,4.5571
Hate To See You Go,Honk (Deluxe),2019,0,17,0.443,0.825,-5.216,0.118,0.372,0.497,0.143,0.378,184.656,3.3728833333333332
Out Of Control,Honk (Deluxe),2019,1,19,0.743,0.562,-7.876,0.0422,0.328,0.0532,0.278,0.684,122.217,4.758216666666667
Rock And A Hard Place,Honk (Deluxe),2019,3,20,0.596,0.96,-4.155,0.0493,0.00842,0.000115,0.1,0.836,129.066,5.414666666666666
Happy,Honk (Deluxe),2019,3,32,0.552,0.894,-3.835,0.0292,0.328,0.938,0.515,0.968,131.71,3.098883333333333
Out Of Tears,Honk (Deluxe),2019,2,18,0.393,0.448,-7.887,0.0291,0.376,0.00101,0.13,0.145,145.465,5.460666666666667
Rough Justice,Honk (Deluxe),2019,3,19,0.412,0.869,-4.179,0.0581,0.00405,6.9e-05,0.197,0.599,137.948,3.2044333333333332
You Got Me Rocking,Honk (Deluxe),2019,3,23,0.494,0.781,-4.527,0.0385,0.00133,0.0444,0.305,0.658,126.163,3.5955333333333335
Saint Of Me,Honk (Deluxe),2019,3,21,0.678,0.912,-5.776,0.0503,0.00465,0.0365,0.0903,0.481,121.504,5.264883333333334
One More Shot,Honk (Deluxe),2019,3,24,0.568,0.938,-4.737,0.0361,0.000158,0.664,0.0579,0.684,122.804,3.0473166666666667
"Get Off Of My Cloud - Live At Principality Stadium, Cardiff",Honk (Deluxe),2019,3,20,0.415,0.949,-4.453,0.0624,0.0521,0.000855,0.7,0.719,127.167,3.3444333333333334
"Dancing With Mr. D - Live At The Gelredome, Arnhem",Honk (Deluxe),2019,3,17,0.463,0.86,-5.475,0.0359,0.00226,0.00502,0.697,0.666,106.678,4.614
"Beast Of Burden - Live At Arrowhead Stadium, Kansas",Honk (Deluxe),2019,3,0,0.584,0.84,-5.385,0.0286,0.436,0.000419,0.463,0.785,112.308,4.273316666666667
"She's A Rainbow - Live At U Arena, Paris",Honk (Deluxe),2019,3,24,0.437,0.793,-5.255,0.0299,0.154,4.88e-05,0.92,0.414,102.988,3.3844333333333334
Wild Horses - Live At London Stadium,Honk (Deluxe),2019,2,35,0.425,0.734,-4.226,0.0318,0.23,2.77e-05,0.627,0.34,80.472,4.8231
"Let's Spend The Night Together - Live At Old Trafford Stadium, Manchester / 5.6.18",Honk (Deluxe),2019,0,19,0.416,0.908,-4.29,0.0587,0.0597,6.66e-05,0.893,0.461,132.43,4.082216666666667
"Dead Flowers - Live At Wells Fargo Center, Philadelphia",Honk (Deluxe),2019,0,23,0.476,0.98,-3.714,0.0731,0.313,8.1e-06,0.914,0.634,132.913,5.4111
"Shine A Light - Live At ArenA, Amsterdam",Honk (Deluxe),2019,3,19,0.383,0.72,-5.925,0.0303,0.175,0.0595,0.845,0.581,80.884,4.19955
Under My Thumb - Live At London Stadium,Honk (Deluxe),2019,3,22,0.634,0.887,-5.286,0.0324,0.27,0.00462,0.605,0.85,124.832,4.5131
"Bitch - Live At The Honda Center, Anaheim",Honk (Deluxe),2019,0,17,0.351,0.977,-3.308,0.0618,0.00765,0.627,0.898,0.485,137.389,5.264666666666667
Whoopi Goldberg Intro - Live,Voodoo Lounge Uncut (Live),2018,0,12,0.397,0.902,-12.418,0.624,0.92,0.367,0.94,0.0394,98.356,1.7124666666666666
Not Fade Away - Live,Voodoo Lounge Uncut (Live),2018,0,17,0.393,0.939,-8.853,0.271,0.409,0.544,0.965,0.446,101.056,4.31305
Tumbling Dice - Live,Voodoo Lounge Uncut (Live),2018,0,17,0.434,0.915,-6.968,0.0761,0.406,0.0757,0.973,0.423,117.337,4.819483333333333
You Got Me Rocking - Live,Voodoo Lounge Uncut (Live),2018,0,16,0.455,0.916,-8.238,0.0878,0.0977,0.0829,0.943,0.32,131.181,3.9270666666666667
Rocks Off - Live,Voodoo Lounge Uncut (Live),2018,0,15,0.286,0.935,-6.651,0.323,0.393,0.00439,0.808,0.279,148.049,5.43795
Sparks Will Fly - Live,Voodoo Lounge Uncut (Live),2018,0,13,0.32,0.954,-6.638,0.0986,0.074,0.00198,0.973,0.425,156.771,4.183116666666667
Live With Me - Live,Voodoo Lounge Uncut (Live),2018,0,14,0.333,0.944,-8.327,0.238,0.328,0.00407,0.984,0.338,150.889,5.012616666666666
(I Can't Get No) Satisfaction - Live,Voodoo Lounge Uncut (Live),2018,0,16,0.312,0.961,-6.426,0.129,0.269,0.261,0.964,0.345,150.904,6.829866666666667
Beast Of Burden - Live,Voodoo Lounge Uncut (Live),2018,3,17,0.643,0.811,-9.113,0.0578,0.168,0.014,0.913,0.647,106.932,5.77045
Angie - Live,Voodoo Lounge Uncut (Live),2018,2,17,0.361,0.6,-11.572,0.0833,0.597,7.88e-05,0.92,0.387,151.516,4.241233333333334
Dead Flowers - Live,Voodoo Lounge Uncut (Live),2018,2,16,0.492,0.844,-11.273,0.0553,0.383,0.0,0.965,0.567,135.145,4.179316666666667
Sweet Virginia - Live,Voodoo Lounge Uncut (Live),2018,2,16,0.295,0.74,-10.925,0.101,0.746,0.000341,0.978,0.357,104.294,5.797183333333333
Doo Doo Doo Doo Doo (Heartbreaker) - Live,Voodoo Lounge Uncut (Live),2018,0,13,0.465,0.925,-7.673,0.165,0.296,0.0272,0.822,0.402,120.153,4.003283333333333
It's All Over Now - Live,Voodoo Lounge Uncut (Live),2018,0,15,0.34,0.922,-8.405,0.154,0.23,0.076,0.749,0.343,185.161,4.6402
Stop Breakin' Down Blues - Live,Voodoo Lounge Uncut (Live),2018,0,12,0.527,0.875,-7.516,0.0971,0.387,0.00015,0.892,0.438,95.731,5.5627
Who Do You Love? - Live,Voodoo Lounge Uncut (Live),2018,0,12,0.462,0.979,-5.804,0.166,0.188,0.00216,0.702,0.427,110.203,4.352616666666667
I Go Wild - Live,Voodoo Lounge Uncut (Live),2018,0,11,0.469,0.908,-7.268,0.0892,0.127,0.00815,0.989,0.286,113.583,7.477833333333334
Miss You - Live,Voodoo Lounge Uncut (Live),2018,0,16,0.451,0.895,-8.068,0.15,0.154,0.0111,0.981,0.354,113.836,13.598116666666666
Honky Tonk Women - Live,Voodoo Lounge Uncut (Live),2018,3,16,0.507,0.937,-7.252,0.0708,0.0979,0.109,0.938,0.58,116.137,4.618016666666667
Before They Make Me Run - Live,Voodoo Lounge Uncut (Live),2018,0,11,0.335,0.906,-7.308,0.209,0.304,3.64e-05,0.959,0.386,133.843,4.7394
The Worst - Live,Voodoo Lounge Uncut (Live),2018,2,10,0.317,0.397,-16.556,0.0516,0.541,0.00558,0.438,0.345,139.798,3.44985
Sympathy For The Devil - Live,Voodoo Lounge Uncut (Live),2018,0,21,0.548,0.87,-7.14,0.0666,0.411,0.0,0.977,0.524,109.0,6.41945
Monkey Man - Live,Voodoo Lounge Uncut (Live),2018,3,12,0.519,0.902,-7.42,0.0632,0.119,0.233,0.683,0.411,106.939,4.443016666666667
Street Fighting Man - Live,Voodoo Lounge Uncut (Live),2018,0,13,0.3,0.909,-6.602,0.0553,0.0196,0.324,0.729,0.364,128.105,5.17735
Start Me Up - Live,Voodoo Lounge Uncut (Live),2018,0,14,0.498,0.963,-6.179,0.0854,0.104,0.186,0.964,0.593,129.729,4.391966666666667
It's Only Rock 'N' Roll (But I Like It) - Live,Voodoo Lounge Uncut (Live),2018,0,13,0.49,0.933,-6.584,0.101,0.254,0.0323,0.79,0.558,135.737,5.317083333333334
Brown Sugar - Live,Voodoo Lounge Uncut (Live),2018,0,13,0.399,0.967,-4.9,0.0831,0.0682,0.189,0.97,0.362,137.466,6.300416666666667
Jumpin’ Jack Flash - Live,Voodoo Lounge Uncut (Live),2018,0,14,0.3,0.947,-5.257,0.102,0.124,0.647,0.95,0.402,139.709,6.243083333333334
Whoopi Goldberg Intro - Live,Voodoo Lounge Uncut (Live),2018,0,10,0.397,0.902,-12.418,0.624,0.92,0.367,0.94,0.0394,98.356,1.7124666666666666
Not Fade Away - Live,Voodoo Lounge Uncut (Live),2018,0,12,0.393,0.939,-8.853,0.271,0.409,0.544,0.965,0.446,101.056,4.31305
Tumbling Dice - Live,Voodoo Lounge Uncut (Live),2018,0,11,0.434,0.915,-6.968,0.0761,0.406,0.0757,0.973,0.423,117.337,4.819483333333333
You Got Me Rocking - Live,Voodoo Lounge Uncut (Live),2018,0,11,0.455,0.916,-8.238,0.0878,0.0977,0.0829,0.943,0.32,131.181,3.9270666666666667
Rocks Off - Live,Voodoo Lounge Uncut (Live),2018,0,14,0.286,0.935,-6.651,0.323,0.393,0.00439,0.808,0.279,148.049,5.43795
Sparks Will Fly - Live,Voodoo Lounge Uncut (Live),2018,0,11,0.32,0.954,-6.638,0.0986,0.074,0.00198,0.973,0.425,156.771,4.183116666666667
Live With Me - Live,Voodoo Lounge Uncut (Live),2018,0,11,0.333,0.944,-8.327,0.238,0.328,0.00407,0.984,0.338,150.889,5.012616666666666
(I Can't Get No) Satisfaction - Live,Voodoo Lounge Uncut (Live),2018,0,9,0.312,0.961,-6.426,0.129,0.269,0.261,0.964,0.345,150.904,6.829866666666667
Beast Of Burden - Live,Voodoo Lounge Uncut (Live),2018,3,11,0.643,0.811,-9.113,0.0578,0.168,0.014,0.913,0.647,106.932,5.77045
Angie - Live,Voodoo Lounge Uncut (Live),2018,2,10,0.361,0.6,-11.572,0.0833,0.597,7.88e-05,0.92,0.387,151.516,4.241233333333334
Dead Flowers - Live,Voodoo Lounge Uncut (Live),2018,2,10,0.492,0.844,-11.273,0.0553,0.383,0.0,0.965,0.567,135.145,4.179316666666667
Sweet Virginia - Live,Voodoo Lounge Uncut (Live),2018,2,10,0.295,0.74,-10.925,0.101,0.746,0.000341,0.978,0.357,104.294,5.797183333333333
Doo Doo Doo Doo Doo (Heartbreaker) - Live,Voodoo Lounge Uncut (Live),2018,0,8,0.465,0.925,-7.673,0.165,0.296,0.0272,0.822,0.402,120.153,4.003283333333333
It's All Over Now - Live,Voodoo Lounge Uncut (Live),2018,0,9,0.34,0.922,-8.405,0.154,0.23,0.076,0.749,0.343,185.161,4.6402
Stop Breakin' Down Blues - Live,Voodoo Lounge Uncut (Live),2018,0,8,0.527,0.875,-7.516,0.0971,0.387,0.00015,0.892,0.438,95.731,5.5627
Who Do You Love? - Live,Voodoo Lounge Uncut (Live),2018,0,7,0.462,0.979,-5.804,0.166,0.188,0.00216,0.702,0.427,110.203,4.352616666666667
I Go Wild - Live,Voodoo Lounge Uncut (Live),2018,0,7,0.469,0.908,-7.268,0.0892,0.127,0.00815,0.989,0.286,113.583,7.477833333333334
Miss You - Live,Voodoo Lounge Uncut (Live),2018,0,9,0.451,0.895,-8.068,0.15,0.154,0.0111,0.981,0.354,113.836,13.598116666666666
Honky Tonk Women - Live,Voodoo Lounge Uncut (Live),2018,3,8,0.507,0.937,-7.252,0.0708,0.0979,0.109,0.938,0.58,116.137,4.618016666666667
Before They Make Me Run - Live,Voodoo Lounge Uncut (Live),2018,0,7,0.335,0.906,-7.308,0.209,0.304,3.64e-05,0.959,0.386,133.843,4.7394
